NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date
NCT02303028,Phase I Dose Escalation Study of Topotecan and Pazopanib in Children With Recurrent/Refractory Solid Tumours,COMPLETED,Solid Tumors,DRUG: Topotecan and Pazopanib,The Hospital for Sick Children,C17 Council,INTERVENTIONAL,March 2015,March 2015,"June 17, 2022"
NCT01481818,Study of Topically Applied Green Tea Extract for Radio Dermatitis and Radiation Mucositis,UNKNOWN,Epigallocatechin Gallate|Radio Dermatitis|Radiation Mucositis,DRUG: EGCG,Shandong Cancer Hospital and Institute,,INTERVENTIONAL,September 2011,September 2011,June 2022
NCT04261218,"Safety, Pharmacodynamics, Pharmacokinetics, and Efficacy of Tomivosertib Combined With Paclitaxel in Advanced Breast Cancer",COMPLETED,Breast Cancer,DRUG: tomivosertib|DRUG: paclitaxel,Translational Research in Oncology,Effector Therapeutics|Stand Up To Cancer,INTERVENTIONAL,"August 25, 2020","August 25, 2020","July 4, 2022"
NCT05245084,A Clinical Trial to Evaluate the Tolerability and Pharmacokinetics of CKD-386(3) 80/20/10mg,NOT_YET_RECRUITING,Hypertension and Dyslipidemia,"DRUG: CKD-386(3)|DRUG: D013, D326, D337",Chong Kun Dang Pharmaceutical,,INTERVENTIONAL,"March 14, 2022","March 14, 2022","June 6, 2022"
NCT03305341,Proof-of-Concept Clinical Pharmacology Trial for COVID-19 Antigen Presentation Therapeutic Biologics,ACTIVE_NOT_RECRUITING,Covid19,BIOLOGICAL: COVID-19 Therapeutic Biologics - Spike-GM-CSF Protein Lactated Ringer's Injection,"Han Xu, M.D., Ph.D., Sponsor-Investigator, IRB Chair",PPD,INTERVENTIONAL,"July 18, 2020","July 18, 2020","June 28, 2022"
NCT05247528,Safety And Tolerability Of Subcutaneous MANP In Difficult To Control/Resistant Hypertensive Subjects,RECRUITING,Resistant Hypertension|Difficult to Control Hypertension,DRUG: MANP|DRUG: Placebo,"E-Star BioTech, LLC",Mayo Clinic|Integrium,INTERVENTIONAL,"December 20, 2021","December 20, 2021","June 30, 2022"
NCT03872128,"The Role of Neuroactive Steroids in Stress, Alcohol Craving and Alcohol Use in Alcohol Use Disorders",COMPLETED,Alcohol Use Disorder,DRUG: Pregnenolone300|DRUG: Pregnenolone500|DRUG: Placebo,Yale University,,INTERVENTIONAL,"September 27, 2018","September 27, 2018","June 17, 2022"
NCT03748784,ADVM-022 Intravitreal Gene Therapy for Wet AMD,ACTIVE_NOT_RECRUITING,Wet Age-related Macular Degeneration|Neovascular Age-related Macular Degeneration,BIOLOGICAL: ADVM-022,"Adverum Biotechnologies, Inc.",,INTERVENTIONAL,"November 14, 2018","November 14, 2018",June 2022
NCT05141084,Weight Loss in Primary Care With Targeted Education and Frequent Follow Ups,NOT_YET_RECRUITING,Obesity,"OTHER: Education, lifestyle",University of Arizona,,INTERVENTIONAL,"December 1, 2021","December 1, 2021","June 30, 2022"
NCT05464628,Drug Interaction Study of ASC42 With Atorvastatin,RECRUITING,Healthy,DRUG: Atorvastatin|DRUG: ASC42,"Gannex Pharma Co., Ltd.",,INTERVENTIONAL,"July 6, 2022","July 6, 2022","August 22, 2022"
NCT04875728,The Impact of an Antibiotic (Cefazolin) Before Surgery on the Microbiome in Patients With Stage I-II Melanoma,RECRUITING,Clinical Stage I Cutaneous Melanoma AJCC v8|Clinical Stage IA Cutaneous Melanoma AJCC v8|Clinical Stage IB Cutaneous Melanoma AJCC v8|Clinical Stage II Cutaneous Melanoma AJCC v8|Clinical Stage IIA Cutaneous Melanoma AJCC v8|Clinical Stage IIB Cutaneous Melanoma AJCC v8|Clinical Stage IIC Cutaneous Melanoma AJCC v8|Pathologic Stage I Cutaneous Melanoma AJCC v8|Pathologic Stage IA Cutaneous Melanoma AJCC v8|Pathologic Stage IB Cutaneous Melanoma AJCC v8|Pathologic Stage II Cutaneous Melanoma AJCC v8|Pathologic Stage IIA Cutaneous Melanoma AJCC v8|Pathologic Stage IIB Cutaneous Melanoma AJCC v8|Pathologic Stage IIC Cutaneous Melanoma AJCC v8,DRUG: Cefazolin|PROCEDURE: Resection,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"September 8, 2020","September 8, 2020","August 31, 2022"
NCT05363384,"A Bioequivalence Study of CT-L01 Compared to Co-administration (ALO 25 mg and MET XR 1,000 mg) in Healthy Volunteers",COMPLETED,Type 2 Diabetes,"DRUG: CT-L01|DRUG: Alogliptin Benzoate 25 mg|DRUG: Metformin HCl XR 1,000 mg",Celltrion,,INTERVENTIONAL,"June 11, 2022","June 11, 2022","June 21, 2022"
NCT04883528,Protecting With ARNI Against Cardiac Consequences of Coronavirus Disease 2019,RECRUITING,Covid19,DRUG: Sacubitril / Valsartan Oral Tablet [Entresto]|DRUG: Placebo,Duke University,Novartis Pharmaceuticals,INTERVENTIONAL,"August 6, 2021","August 6, 2021","August 30, 2022"
NCT04955223,Yinhu Qingwen Granule in the Treatment of Viral Pneumonia,NOT_YET_RECRUITING,Viral Pneumonia,DRUG: Yinhu Qingwen Granules,Zhong Wang,,INTERVENTIONAL,August 2021,August 2021,July 2022
NCT05268523,Self-Management Interventions for Long-COVID,RECRUITING,COVID-19,BEHAVIORAL: Education and Strategies Intervention|BEHAVIORAL: Mindfulness Skills Intervention,Toronto Rehabilitation Institute,"Canadian Institutes of Health Research (CIHR)|University Health Network, Toronto",INTERVENTIONAL,"November 23, 2021","November 23, 2021","June 1, 2022"
NCT02611323,"A Study of Obinutuzumab, Rituximab, Polatuzumab Vedotin, and Venetoclax in Relapsed or Refractory Follicular Lymphoma (FL) or Diffuse Large B-Cell Lymphoma (DLBCL)",COMPLETED,Non-Hodgkin's Lymphoma,DRUG: Obinutuzumab|DRUG: Rituximab|DRUG: Polatuzumab Vedotin|DRUG: Venetoclax,Hoffmann-La Roche,,INTERVENTIONAL,"March 9, 2016","March 9, 2016","August 4, 2022"
NCT05197023,"A STUDY TO EVALUATE THE SAFETY, TOLERABILITY, PHARMACOKINETICS, AND PHARMACODYNAMICS OF MULTIPLE SUBCUTANEOUS INJECTIONS OF SHR-1819 IN PATIENTS WITH MODERATE TO SEVERE ATOPIC DERMATITIS",NOT_YET_RECRUITING,Moderate to Severe Atopic Dermatitis,DRUG: SHR-1819 injection or placebo,"Shanghai Hengrui Pharmaceutical Co., Ltd.",,INTERVENTIONAL,January 2022,January 2022,"June 8, 2022"
NCT05277623,Effect of Mannitol on Postreperfusion Syndrome During Living Donor Liver Transplant,RECRUITING,Liver Transplant Disorder,DRUG: Mannitol|OTHER: 0.9% normal saline,Ain Shams University,,INTERVENTIONAL,"March 7, 2022","March 7, 2022",August 2022
NCT05229653,The Using Postoperative Ketamine and Exploring the Effect on Endometriosis Pain (UPKEEEP) Study,RECRUITING,Endometriosis|Post Operative Pain,DRUG: Ketamine|DRUG: Placebo,NYU Langone Health,,INTERVENTIONAL,"April 12, 2022","April 12, 2022",June 2022
NCT05355129,A Phase 1 Study of TT-00920 in Healthy Subjects,RECRUITING,Healthy,DRUG: TT-00920|DRUG: TT-00920 Placebo,"TransThera Sciences (Nanjing), Inc.",,INTERVENTIONAL,"November 3, 2021","November 3, 2021","July 1, 2022"
NCT04273932,Effects of Lithium Therapy on Blood-based Therapeutic Targets in Parkinson's Disease.,ACTIVE_NOT_RECRUITING,Parkinson Disease,DRUG: Lithium,University at Buffalo,,INTERVENTIONAL,"October 17, 2019","October 17, 2019","July 1, 2022"
NCT04552418,Intestinal Microbiome Modification With Resistant Starch in Patients Treated With Dual Immune Checkpoint Inhibitors,RECRUITING,Solid Tumor,DRUG: Potato starch,University of Michigan Rogel Cancer Center,,INTERVENTIONAL,"June 2, 2021","June 2, 2021",September 2022
NCT05226923,Study of the Safety and Pharmacokinetics of KSP-1007 Alone and Coadministered With Meropenem in Healthy Subjects,RECRUITING,Bacterial Infections,DRUG: KSP-1007|OTHER: Placebo:0.9% sodium chloride|DRUG: Meropenem,"Sumitovant Biopharma, Inc.",,INTERVENTIONAL,"January 12, 2022","January 12, 2022","July 7, 2022"
NCT05083078,A Study of Guselkumab and Risankizumab in Healthy Participants and Participants With Psoriatic Arthritis,TERMINATED,"Arthritis, Psoriatic|Healthy",DRUG: Guselkumab|DRUG: Risankizumab,"Janssen Research & Development, LLC",,INTERVENTIONAL,"November 4, 2021","November 4, 2021","July 1, 2022"
NCT05246878,A Study of EDP-235 in Healthy Subjects,COMPLETED,SARS CoV 2 Infection,DRUG: EDP-235|DRUG: Placebo,"Enanta Pharmaceuticals, Inc",,INTERVENTIONAL,"January 28, 2022","January 28, 2022","July 20, 2022"
NCT05330858,Relative Bioavailability of ESK-001 Tablet Versus Liquid in Healthy Participants,ACTIVE_NOT_RECRUITING,Pharmacokinetics,DRUG: ESK-001|DRUG: Rabeprazole,Alumis Inc,,INTERVENTIONAL,"March 17, 2022","March 17, 2022","June 30, 2022"
NCT00813423,Sunitinib Malate and Hydroxychloroquine in Treating Patients With Advanced Solid Tumors That Have Not Responded to Chemotherapy,ACTIVE_NOT_RECRUITING,Adult Solid Neoplasm,DRUG: Hydroxychloroquine|OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study|DRUG: Sunitinib Malate,National Cancer Institute (NCI),,INTERVENTIONAL,"January 27, 2010","January 27, 2010","September 1, 2022"
NCT04742023,Post-operative Complications and Graft Survival With Conventional Versus Continuous Glucose Monitoring in Patients With Diabetes Mellitus Undergoing Renal Transplantation,ENROLLING_BY_INVITATION,Diabetes Mellitus,DEVICE: Continuous Glucose Monitor Application|DIAGNOSTIC_TEST: Finger Stick Glucose Measurement|DRUG: Insulin|DEVICE: Continuous Glucose Monitor Placebo Applied,Northwell Health,,INTERVENTIONAL,"April 21, 2020","April 21, 2020","July 21, 2022"
NCT02850146,18F-AV-1451 PET Imaging in Participants Enrolled in the LEARN Study,ACTIVE_NOT_RECRUITING,Cognition Disorders,DRUG: 18F-AV-1451,University of Southern California,Alzheimer's Therapeutic Research Institute|Alzheimer's Association|Avid Radiopharmaceuticals,INTERVENTIONAL,August 2016,August 2016,June 2022
NCT03266146,36 Weeks Short-Term Optimization Treatment of Glucocorticosteroid in the Patients With Chronic Recurrent DILI,ACTIVE_NOT_RECRUITING,"Drug-induced Liver Injury,Chronic",DRUG: 36 Weeks Methylprednisolone|DRUG: 48 weeks Methylprednisolone,Beijing 302 Hospital,,INTERVENTIONAL,"September 2, 2017","September 2, 2017","July 31, 2022"
NCT02687646,Clinical Trial With MSC for Graft Versus Host Disease Treatment,ACTIVE_NOT_RECRUITING,Acute Graft Versus Host Disease,DRUG: Adult Allogeneic Mesenchymal cells from adipose tissue.,Andalusian Initiative for Advanced Therapies - Fundación Pública Andaluza Progreso y Salud,Andalusian Initiative for Advanced Therapies,INTERVENTIONAL,May 2016,May 2016,June 2022
NCT05091528,A Safety and Activity Study of SBT6050 in Combination With Other HER2-directed Therapies for HER2-positive Cancers,TERMINATED,HER2-positive Breast Cancer|HER2-positive Gastric Cancer|HER2-positive Colorectal Cancer|HER2-expressing Non-small Cell Lung Cancer,DRUG: SBT6050|DRUG: trastuzumab deruxtecan|DRUG: tucatinib|DRUG: trastuzumab|DRUG: capecitabine|DRUG: trastuzumab deruxtecan,Silverback Therapeutics,,INTERVENTIONAL,"February 8, 2022","February 8, 2022","July 7, 2022"
NCT05248841,A Study to Demonstrate Pharmacokinetic and Pharmacodynamic Biosimilarity Between HEC-Glargine and US-Lantus® in Healthy Male Volunteers,COMPLETED,Type 1 Diabetes Mellitus|Type 2 Diabetes Mellitus,DRUG: HEC-Glargine|DRUG: US-Lantus,"Lannett Company, Inc.",Parexel|FARMOVS (Pty) Ltd,INTERVENTIONAL,"March 8, 2022","March 8, 2022","August 31, 2022"
NCT05320302,A Brain Imaging PET Study of [11C]-Lu AF88370 in Healthy Adult Male Participants,COMPLETED,Healthy Participants,DRUG: [11C]-Lu AF88370,H. Lundbeck A/S,,INTERVENTIONAL,"March 31, 2022","March 31, 2022","June 15, 2022"
NCT03220711,Study of Performance of Confocal Endomicroscope With Fluorescein Imaging Agent in the Colon,RECRUITING,Colonic Dysplasia|Adenomatous Polyps|Irritable Bowel Disease,DEVICE: confocal endomicroscope|DRUG: Fluorescein,University of Michigan,,INTERVENTIONAL,"July 28, 2017","July 28, 2017",June 2022
NCT05138770,Pharmacokinetics and Pharmacodynamics Clinical Study of VC005 Tablets in Healthy Subjects,COMPLETED,Inflammatory Bowel Diseases,DRUG: VC005 Tablets|DRUG: VC005 Tablets Placebo|DRUG: VC005 Tablets food effects group,"Jiangsu vcare pharmaceutical technology co., LTD",,INTERVENTIONAL,"November 18, 2021","November 18, 2021","August 26, 2022"
NCT03945799,A Multicenter Study of Anlotinib in Hepatocellular Carcinoma (HCC) Patients at High Risk of Post Surgery Recurrence,TERMINATED,Hepatocellular Carcinoma,DRUG: Anlotinib Hydrochloride,Zhejiang University,"Shulan Hospital of Hangzhou|West China Hospital|Huashan Hospital|Third Affiliated Hospital, Sun Yat-Sen University|The First Affiliated Hospital of Zhengzhou University|The First Hospital of Jilin University|Tianjin First Central Hospital|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",INTERVENTIONAL,"April 22, 2019","April 22, 2019","June 25, 2022"
NCT03250299,Microtubule-Targeted Agent BAL101553 and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma,ACTIVE_NOT_RECRUITING,Glioblastoma|MGMT-Unmethylated Glioblastoma,DRUG: Microtubule-Targeted Agent BAL101553|RADIATION: Radiation Therapy|OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study,Basilea Pharmaceutica,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,INTERVENTIONAL,"June 7, 2017","June 7, 2017","June 6, 2022"
NCT05090111,A Study of ALG-055009 in Healthy Volunteers and Subjects With Hyperlipidemia,RECRUITING,NASH - Nonalcoholic Steatohepatitis,DRUG: ALG-055009|DRUG: Placebo,Aligos Therapeutics,,INTERVENTIONAL,"December 1, 2021","December 1, 2021",September 2022
NCT04210713,Neuroimmune Dysfunction in Alcohol Use Disorder,RECRUITING,Alcohol Drinking|Alcohol-Related Disorders|Disease|Inflammation|Alcoholism|Cognitive Dysfunction|Pathologic Processes|Drinking Behavior|Substance-Related Disorders|Chemically-Induced Disorders|Mental Disorder|Cognition Disorder|Neurocognitive Disorders|Minocycline|Anti-Bacterial Agents|Anti-Infective Agents,DRUG: Minocycline|DRUG: Sugar pill,"University of Maryland, Baltimore",National Institute on Alcohol Abuse and Alcoholism (NIAAA),INTERVENTIONAL,"February 3, 2020","February 3, 2020","August 31, 2022"
NCT05398913,Effects of Rimonabant on Walking Abilities in Incomplete Spinal Cord Injury,RECRUITING,Spinal Cord Injuries,DRUG: Rimonabant,Hospital Nacional de Parapléjicos de Toledo,,INTERVENTIONAL,"May 12, 2021","May 12, 2021","June 30, 2022"
NCT04166942,KD025 Hepatic Impairment Study With Normal Hepatic Function and Subjects With Varying Degrees of Hepatic Impairment,COMPLETED,Hepatic Impairment,DRUG: KD025,"Kadmon, a Sanofi Company",,INTERVENTIONAL,"December 11, 2019","December 11, 2019","June 6, 2022"
NCT05526742,A Study to Evaluate the Relative Bioavailability of Formulations of CKD-510 and to Assess the Effect of Food on the CKD-510 Tablet Formulation in Healthy Subjects,RECRUITING,Healthy Volunteers,DRUG: CKD-510 capsule (reference)|DRUG: CKD-510 tablet (test)|DRUG: CKD-510 tablet (test),Chong Kun Dang Pharmaceutical,,INTERVENTIONAL,"August 24, 2022","August 24, 2022",September 2022
NCT05162365,"A Safety, Tolerability, and Efficacy Study of IBI314 in Ambulatory Patients With COVID-19",RECRUITING,COVID-19,BIOLOGICAL: IBI314|OTHER: Placebo,Innovent Biologics (Suzhou) Co. Ltd.,,INTERVENTIONAL,"January 6, 2022","January 6, 2022","July 31, 2022"
NCT04457765,Betadine Effect on Nasal Mucosa Cilia,WITHDRAWN,Rhinoplasty,DRUG: Povidone-Iodine (PVP-I),Boston Medical Center,,INTERVENTIONAL,April 2021,April 2021,September 2022
NCT01899989,Stereotactic Body Radiation Therapy for Inoperable Locally-advanced Non-small Cell Lung Cancer,ACTIVE_NOT_RECRUITING,Non-small Cell Lung Cancer,RADIATION: Stereotactic Body Radiation Therapy (SBRT)|DRUG: cisplatin or carboplatin-based,Memorial Sloan Kettering Cancer Center,,INTERVENTIONAL,"July 5, 2013","July 5, 2013",July 2022
NCT05246046,Comparison of Tiotropium Absorption From Tiotropium Easyhaler and Spiriva HandiHaler,COMPLETED,Healthy Volunteers,DRUG: Tiotropium Bromide Monohydrate,"Orion Corporation, Orion Pharma",,INTERVENTIONAL,"February 16, 2022","February 16, 2022","August 3, 2022"
NCT04895410,Study to Assess Adverse Events and Change in Disease Activity of Intravenous (IV) Lemzoparlimab With or Without Oral/IV Dexamethasone and in Combination With Oral/IV/Subcutaneous Anti-Myeloma Regimens in Adult Participants With Multiple Myeloma,TERMINATED,Multiple Myeloma,BIOLOGICAL: Lemzoparlimab|DRUG: Dexamethasone|DRUG: Carfilzomib|DRUG: Pomalidomide|BIOLOGICAL: Daratumumab,AbbVie,,INTERVENTIONAL,"January 17, 2022","January 17, 2022","June 24, 2022"
NCT03881488,Study of CTX-471 in Patients Post PD-1/PD-L1 Inhibitors in Metastatic or Locally Advanced Malignancies,RECRUITING,Locally Advanced Solid Tumor|Metastatic Cancer,DRUG: CTX-471,Compass Therapeutics,Iqvia Pty Ltd,INTERVENTIONAL,"May 17, 2019","May 17, 2019",July 2022
NCT05236738,A Study to Compare the Drug Levels of Atazanavir and Cobicistat Between the Coadministration of Age-Appropriate Mini-Tablet Formulations and the Coadministration of the Individual Reference Products in Healthy Adults Under Fed Conditions,NOT_YET_RECRUITING,Healthy Participants,DRUG: Atazanavir|DRUG: Cobicistat|DRUG: Atazanavir/Cobicistat Mini-tablet,Bristol-Myers Squibb,,INTERVENTIONAL,"May 28, 2022","May 28, 2022","July 2, 2022"
NCT02616172,Autologous Bone Marrow Harvest and Transplant for Sensorineural Hearing Loss,SUSPENDED,Sensorineural Hearing Loss,GENETIC: Autologous Bone Marrow Infusion,"James Baumgartner, MD",,INTERVENTIONAL,October 2015,October 2015,September 2022
NCT02885272,FDG PET Imaging in Diagnosing Patients With Glioblastoma,COMPLETED,Brain Glioblastoma,PROCEDURE: Computed Tomography|RADIATION: Fludeoxyglucose F-18|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Positron Emission Tomography,M.D. Anderson Cancer Center,National Cancer Institute (NCI),INTERVENTIONAL,"October 28, 2016","October 28, 2016","July 12, 2022"
NCT02737462,Phase 1/2 Study of CG200745 PPA for Myelodysplastic Syndrome,RECRUITING,Myelodysplastic Syndrome,DRUG: CG200745 PPA,"CrystalGenomics, Inc.",,INTERVENTIONAL,June 2016,June 2016,September 2022
NCT05127564,"A Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Diroximel Fumarate (DRF) in Chinese and Caucasian Adult Healthy Participants",COMPLETED,Healthy Volunteers,DRUG: Diroximel fumarate,Biogen,,INTERVENTIONAL,"December 3, 2021","December 3, 2021","June 9, 2022"
NCT04940364,"A Study to Examine the Safety, Tolerability and Biological Effects of Single Doses of Subcutaneously and Intravenously Administered Pozelimab as Monotherapy and in Combination With Single Doses of Subcutaneously Administered Cemdisiran in Adult Japanese Healthy Volunteers",COMPLETED,Healthy,DRUG: Pozelimab|DRUG: Cemdisiran,Regeneron Pharmaceuticals,,INTERVENTIONAL,"August 4, 2021","August 4, 2021","June 22, 2022"
NCT02203773,Study of ABT-199 (GDC-0199) in Combination With Azacitidine or Decitabine (Chemo Combo) in Subjects With Acute Myelogenous Leukemia (AML),TERMINATED,Acute Myelogenous Leukemia|Myelogenous Leukemia|Treatment Naive AML,DRUG: Posaconazole|DRUG: ABT-199|DRUG: Decitabine|DRUG: Azacitidine,AbbVie,"Genentech, Inc.",INTERVENTIONAL,"October 6, 2014","October 6, 2014","June 16, 2022"
NCT05216510,Assessment of Delayed-type Hypersensitivity Reactions to SARS-CoV-2 Peptide Antigens,ACTIVE_NOT_RECRUITING,Detection of Delayed-type Hypersensitivity Reactions to SARS-CoV-2 in Individuals Exposed to SARS-CoV-2,BIOLOGICAL: TNX-2110|BIOLOGICAL: TNX-2120|BIOLOGICAL: TNX-2130|BIOLOGICAL: CANDIN|BIOLOGICAL: Diluent,"Tonix Pharmaceuticals, Inc.",Premier Research Group plc,INTERVENTIONAL,"January 7, 2022","January 7, 2022",June 2022
NCT05222646,Metoclopramide Versus Hyoscine Butylbromide in Shortening Duration of First Stage of Labour,RECRUITING,Duration of Labour,DRUG: Metoclopramide,Uwakwe Emmanuel Chijioke,,INTERVENTIONAL,"January 3, 2022","January 3, 2022","August 3, 2022"
